PaperID,PaperTitle,PublicationDate,PaperLocated,DOI,#Citation,#Reference,#Existed Reference,#Not in RG List
1732938,(PDF) The Revealing Dust: Mid-Infrared Activity in Hickson Compact Group Galaxy Nuclei,07-Oct,The Astrophysical Journal 673(2),10.1086/524103,25 ,66,24,42
1732939,(PDF) Metric character of the quantum Jensen-Shannon divergence,08-Jan,Physical Review A 77:052311,10.1103/PhysRevA.77.052311,104 ,39,25,14
1732940,The ordered distribution of natural numbers on the square root spiral,08-Jan,arXiv,,13 ,0,0,0
1732941,(PDF) Neutrino Counter Nuclear Weapon,08-May,arXiv,,2 ,36,17,19
1732942,(PDF) RAPID COMMUNICATION: The effect of internal pressure on the tetragonal to monoclinic structural phase transition in ReOFeAs: the case of NdOFeAs,08-Sep,Superconductor Science and Technology 21(9),10.1088/0953-2048/21/9/092002,79 ,41,27,14
1732943,(PDF) New Schwinger-Dyson equations for non-Abelian gauge theories,08-May,Journal of High Energy Physics 11(11),10.1088/1126-6708/2008/11/063,78 ,115,120,99
1732944,Weak Lensing,02-Sep,Lecture Notes in Physics 608,10.1007/3-540-45857-3_2,21 ,240,114,81
1732945,(PDF) Spider Optimization: Probing the Systematics of a Large-Scale B-Mode Experiment,08-Dec,The Astrophysical Journal 689(2):655,10.1086/592732,42 ,78,47,31
1732946,"Small violations of unitarity, the phase in Bs0B¯s0 and visible t→cZ decays at the LHC | Request PDF",09-May,Physical review D: Particles and fields 79(9),10.1103/PhysRevD.79.096009,29 ,126,89,37
1732947,Cloud and Star Formation in Disk Galaxy Models with Feedback | Request PDF,08-May,The Astrophysical Journal 684(2),10.1086/590383,67 ,102,60,42
1732948,(PDF) Semi-stable fibration of generic p-rank 0,08-Jun,Mathematische Zeitschrift 264(2),10.1007/s00209-008-0462-y,4 ,17,16,1
1732949,"(PDF) Magnetic reversal under external field and current-driven domain wall motion in (Ga,Mn)As: Influence of extrinsic pinning",08-Jun,New Journal of Physics 10(8),10.1088/1367-2630/10/8/085007,10 ,36,23,13
1732950,(PDF) The Relation between Approximation in Distribution and Shadowing in Molecular Dynamics,09-Jan,SIAM Journal on Applied Dynamical Systems 8(2):734-755,10.1137/08072526X,2 ,44,39,4
1732951,Embedding groups of class two and prime exponent in capable and noncapable groups,09-Apr,Bulletin of the Australian Mathematical Society 79(02),10.1017/S0004972708001299,1 ,8,8,0
1732952,Faisceaux sans torsion et faisceaux quasi localement libres sur les courbes multiples primitives,09-Jul,Mathematische Nachrichten 282(7),10.1002/mana.200810781,17 ,44,39,5
1732953,Kac-Moody Extensions of 3-Algebras and M2-branes,08-Jun,Journal of High Energy Physics 2008(07),10.1088/1126-6708/2008/07/136,55 ,82,47,35
1732954,Canonical quantization of Plebanski gravity in diagonal variables | Request PDF,08-May,arXiv,,1 ,29,23,6
1732955,(PDF) From model dynamics to oscillating dark energy parameterisation,08-May,Physics Letters B 690(4),10.1016/j.physletb.2010.05.061,10 ,95,114,65
1732956,(PDF) Azimuthal angle dependence of di-jet production in unpolarized hadron scattering,08-Jun,,10.1063/1.3215701,1 ,40,4,65
1732957,Every hierarchy of beliefs is a type | Request PDF,08-May,arXiv,,3 ,29,24,5
1732958,First Order Phase Transition in Quantum Paraelectrics,08-Jun,arXiv,,1 ,0,0,0
1732959,Short wavelength regenerative amplifier free electron lasers | Request PDF,08-Jun,Nuclear Instruments and Methods in Physics Research Section A Accelerators Spectrometers Detectors and Associated Equipment 593(1-2):116-119,10.1016/j.nima.2008.04.045,12 ,18,11,7
1732960,(PDF) Confirmation of the Electron Cyclotron Maser Instability as the Dominant Source of Radio Emission from Very Low Mass Stars and Brown Dwarfs,08-May,The Astrophysical Journal 684(1),10.1086/590360,158 ,144,72,72
1732961,(PDF) The ultraluminous X-ray source NGC 1313 X-2 - Its optical counterpart and environment,08-May,Astronomy and Astrophysics 486(1),10.1051/0004-6361:200809557,55 ,162,80,80
1732962,(PDF) Dynamics of Biased Domain Walls and the Devaluation Mechanism,08-Jun,Physical review D: Particles and fields 78(4),10.1103/PHYSREVD.78.043521,13 ,31,17,14
1732963,"Is an 11 eV sterile neutrino consistent with clusters, the cosmic microwave background and modified Newtonian dynamics?",09-Mar,Monthly Notices of the Royal Astronomical Society 394(1):527 - 532,10.1111/j.1365-2966.2008.14341.x,83 ,133,85,48
1732964,"Intragroup diffuse light in compact groups of galaxies II. HCG 15, 35 and 51 | Request PDF",08-May,Monthly Notices of the Royal Astronomical Society 388(3),10.1111/j.1365-2966.2008.13500.x,43 ,115,52,127
1732965,Dark matter annihilation effects on the first stars | Request PDF,08-May,Monthly Notices of the Royal Astronomical Society 390(4),10.1111/j.1365-2966.2008.13853.x,85 ,158,66,92
1732966,(PDF) Steps toward Determination of the Size and Structure of the Broad-Line Region in Active Galactic Nuclei. XVI. A 13 Year Study of Spectral Variability in NGC 5548,08-Dec,The Astrophysical Journal 581(1):197,10.1086/344197,110 ,49,33,16
1732967,(PDF) Metal-insulator transition from combined disorder and interaction effects in Hubbard-like electronic lattice models with random hopping,07-Oct,"Physical review. B, Condensed matter 77(16)",10.1103/PhysRevB.77.165108,25 ,144,75,68
1732968,(PDF) Extrinsic and intrinsic nucleosome positioning signals,08-Jun,arXiv,,5 ,67,66,1
1732969,The Star Formation Rate - Dense Gas Relation in the Nuclei of Nearby Galaxies | Request PDF,08-May,The Astrophysical Journal 681(2),10.1086/590342,14 ,29,15,14
1732970,(PDF) Network Growth with Feedback,08-Nov,Physical Review E 78(4 Pt 2):045101,10.1103/PhysRevE.78.045101,2 ,45,42,37
1732971,(PDF) Spin-density-wave anomaly at 140 K in the ternary iron arsenide BaFe2As2,08-Jul,"Physical review. B, Condensed matter 78(2):-",10.1103/PhysRevB.78.020503,979 ,34,24,10
1732972,(PDF) The XMM-Newton Serendipitous Survey V. Optical identification of the XMM-Newton Medium sensitivity Survey (XMS),07-Oct,Astronomy and Astrophysics 476(3),10.1051/0004-6361:20077606,45 ,72,26,46
1732973,(PDF) Cosmic vector for dark energy,08-Feb,Physical review D: Particles and fields 78(6),10.1103/PHYSREVD.78.063005,97 ,56,30,26
1732974,(PDF) Scattering in Flatland: Efficient Representations via Wave Atoms,10-Oct,Foundations of Computational Mathematics 10(5):569-613,10.1007/s10208-010-9070-4,14 ,35,59,0
1732975,Robust Joint Source-Channel Coding for Delay-Limited Applications,07-Jul,,10.1109/ISIT.2007.4557105,14 ,34,32,2
1732976,(PDF) Hamiltonian Systems Inspired by the Schrödinger Equation,08-May,Symmetry Integrability and Geometry Methods and Applications 4,10.3842/SIGMA.2008.046,9 ,16,16,0
1732977,Universal slow fall-off to the unique AdS infinity in Einstein-Gauss-Bonnet gravity,08-May,Physical review D: Particles and fields 78(4),10.1103/PhysRevD.78.041503,7 ,152,91,61
1732978,Quantum Pareto optimal control,08-Sep,Physical Review A 78(3),10.1103/PhysRevA.78.033414,20 ,41,24,17
1732979,(PDF) Continuation of root functionals of a system of polynomial equations and the reduction of polynomials modulo its ideal,08-Jun,arXiv,,2 ,15,9,10
1732980,1D FFLO state in absence of time reversal symmetry breaking,09-Jan,Physics of Condensed Matter 67(2):197-208,10.1140/epjb/e2009-00026-6,5 ,65,44,35
1732981,Event Synchronization by Lightweight Message Passing,08-Jun,arXiv,,0 ,16,15,1
1732982,Multiple parton scattering in nuclei: Gauge invariance | Request PDF,09-Mar,Nuclear Physics A 819(1):79-97,10.1016/j.nuclphysa.2008.11.009,5 ,57,36,21
1732983,(PDF) Non-minimal scalar fields in 2D de Sitter and dilaton black holes,08-May,Journal of High Energy Physics 2008(07),10.1088/1126-6708/2008/07/010,8 ,22,18,4
1732984,Formation of optical vortices using coherent laser beam arrays | Request PDF,09-Mar,Optics Communications 282(6):1088-1094,10.1016/j.optcom.2008.12.004,54 ,45,44,1
1732985,(PDF) A Search for New Physics with the BEACON Mission,08-May,International Journal of Modern Physics D 18(06),10.1142/S0218271809014893,33 ,18,16,2
1732986,GLAST testing of a pulsar model matching H.E.S.S. observations of LS 5039 | Request PDF,08-Jan,The Astrophysical Journal 674(2),10.1086/529376,19 ,14,7,7
1732987,Muonium spectrum beyond the nonrelativistic,08-Feb,,10.1063/1.2965046,0 ,4,3,1
1732988,(PDF) The Noise Susceptibility of a Photo-excited Coherent Conductor,08-Jan,arXiv,,8 ,17,4,13
1732989,(PDF) Magnetization and Spin Excitations of Non-Abelian Quantum Hall States,08-Dec,Physical Review Letters 101(21):216808,10.1103/PhysRevLett.101.216808,5 ,39,26,13
1732990,The prospects for constraining dark energy with future X-ray cluster gas mass fraction measurements | Request PDF,07-Oct,Monthly Notices of the Royal Astronomical Society 388(3),10.1111/j.1365-2966.2008.13460.x,34 ,243,94,111
1732991,Positivity for toric vector bundles,08-May,arXiv,,6 ,39,27,12
1732992,(PDF) Diagrammatic calculation of energy spectrum of quantum impurity in degenerate Bose-Einstein condensate,08-May,Journal of Physics A Mathematical and Theoretical 42(13),10.1088/1751-8113/42/13/135301,15 ,52,36,16
1732993,(PDF) Continuous global symmetries and hyperweak interactions in string compactifications,08-Jul,Journal of High Energy Physics 2008(07):073,10.1088/1126-6708/2008/07/073,52 ,160,90,45
1732994,Perfect magnetic conductor Casimir piston in d+ 1 dimensions,08-Jul,Physical review D: Particles and fields 78(2),10.1103/PhysRevD.78.025021,39 ,36,27,9
1732995,System size and beam energy dependence of azimuthal anisotropy from PHENIX,08-Jun,Journal of Physics G Nuclear and Particle Physics 35(10),10.1088/0954-3899/35/10/104103,5 ,22,16,6
1732996,The evolutionary status of W Ursae Majoris-type systems | Request PDF,08-May,Monthly Notices of the Royal Astronomical Society 387(1),10.1111/j.1365-2966.2008.12736.x,42 ,101,48,52
1732997,The dynamical stability of W Ursae Majoris-type systems | Request PDF,08-Jun,Monthly Notices of the Royal Astronomical Society 369(4),10.1111/j.1365-2966.2006.10462.x,27 ,61,28,33
1732998,Passive Spiral Formation from Halo Gas Starvation: Gradual Transformation into S0s | Request PDF,02-Jun,The Astrophysical Journal 577(2),10.1086/342221,264 ,69,31,38
1732999,(PDF) Colossal electroresistance effect around room temperature in LuFe2O4,08-Jun,arXiv,,0 ,35,6,53
1733000,(PDF) Boundary criticality at the Anderson transition between a metal and a quantum spin Hall insulator in two dimensions,08-Jun,Physical Review B 78:115301,10.1103/PhysRevB.78.115301,40 ,82,38,43
1733001,(PDF) Reinterpreting MOND: coupling of Einsteinian gravity and spin of cosmic neutrinos?,08-Jun,arXiv,,18 ,22,8,14
1733002,Transport control in low-dimensional spin- 1 ∕ 2 Heisenberg systems,08-Oct,Physical Review E 78(3 Pt 1):031125,10.1103/PhysRevE.78.031125,22 ,87,61,26
1733003,(PDF) Molecular Gas Distribution in Barred and Nonbarred Galaxies along the Hubble Sequence,08-Oct,The Astrophysical Journal Supplement Series 178(2):225-246,10.1086/590469,18 ,37,23,14
1733004,(PDF) An NP-hardness Result on the Monoid Frobenius Problem,08-May,DBLP,,1 ,4,4,0
1733005,Isospin analysis of D^{0} decay to three pions | Request PDF,08-Jul,Physical review D: Particles and fields 78(1),10.1103/PhysRevD.78.014015,16 ,6,4,2
1733006,(PDF) Photoproduction of Λ(1405) and Σ0(1385) on the proton at Eγ=1.5-2.4 GeV,08-Sep,Physical Review C 78(3):035202,10.1103/PhysRevC.78.035202,85 ,42,27,14
1733007,Source Coding for a Simple Network with Receiver Side Information,08-Aug,,10.1109/ISIT.2008.4595402,15 ,12,11,1
1733008,A microwave transmission-line network guiding electromagnetic fields through a dense array of metallic objects | Request PDF,08-Dec,Metamaterials 2(4):206-212,10.1016/j.metmat.2008.09.001,25 ,17,15,2
1733009,Realization of a certain class of semi-groups as value semi-groups of valuations,08-Jun,arXiv,,3 ,21,16,5
1733010,Truth as value and duty: lessons of mathematics,08-Jun,arXiv,,0 ,15,11,4
1733011,Refraction of Gluon jet in QGP,08-Jun,arXiv,,0 ,40,19,21
1733012,Menger's Paths with Minimum Mergings | Request PDF,08-May,,10.1109/ITWNIT.2009.5158585,5 ,13,10,3
1733013,Sparse power-efficient topologies for wireless ad hoc sensor networks,08-Jun,arXiv,,2 ,30,28,2
1733014,(PDF) Symmetry justification of Lorenz' maximum simplification,08-May,Nonlinear Dynamics 61(1),10.1007/s11071-009-9634-5,5 ,16,16,0
1733015,(PDF) Differential Galois Theory of Linear Difference Equations,11-May,Mathematische Annalen 350(1):243-244,10.1007/s00208-010-0551-1,100 ,61,51,10
1733016,(PDF) Reduced fidelity susceptibility and its finite-size scaling behaviors in the Lipkin-Meshkov-Glick model,08-Dec,Physical Review E 78(5 Pt 1):051126,10.1103/PhysRevE.78.051126,42 ,73,48,25
1733017,Axial-vector transitions and strong decays of the baryon antidecuplet in the self-consistent SU(3) chiral quark-soliton model | Request PDF,08-Jun,Physical review D: Particles and fields 78(5),10.1103/PHYSREVD.78.054005,18 ,151,89,62
1733018,(PDF) Stabilization of unstable steady states by variable-delay feedback control,08-Nov,EPL (Europhysics Letters) 84(4):40013,10.1209/0295-5075/84/40013,44 ,44,28,16
1733019,(PDF) Eigenfunctions of Dirac operators at the threshold energies,08-Jun,arXiv,,0 ,25,36,3
1733020,Quark-Antiquark Energy Density Function applied to Di-Gauge Boson Production at the LHC,08-Jun,Journal of High Energy Physics 2008(9),10.1088/1126-6708/2008/09/132,0 ,47,24,23
1733021,(PDF) Second post-Newtonian approximation of Einstein-aether theory,08-Jun,Physical Review D 77(12):124049,10.1103/PHYSREVD.77.124049,14 ,66,43,23
1733022,(PDF) Self-sustained Magnetoelectric Oscillations in Magnetic Resonant Tunneling Structures,08-Sep,Physical Review Letters 101(7):077202,10.1103/PhysRevLett.101.077202,8 ,42,29,13
1733023,(PDF) On the discovery of the Greisen-Zatzepin-Kuzmin cut-off,08-May,Pramana 73(5):807-820,10.1007/s12043-009-0149-x,0 ,43,22,21
1733024,Representation theory of the $\alpha$-determinant and zonal spherical functions | Request PDF,08-Jan,arXiv,,0 ,10,8,2
1733025,(PDF) On Multidimensional Pythagorean Numbers,08-Jun,arXiv,,0 ,1,1,0
1733026,Nuclear enhancement and suppression of diffractive structure functions at high energies,08-Jun,Physical Review C 78(4),10.1103/PHYSREVC.78.045201,71 ,149,71,78
1733027,(PDF) Extensional Uniformity for Boolean Circuits,08-Jun,SIAM Journal on Computing 39(7),10.1137/080741811,10 ,46,39,7
1733029,(PDF) Electric self-inductance of quasi-two-dimensional magnetic-dipolar-mode ferrite disks,08-Oct,Journal of Applied Physics 104(5):053901 - 053901-10,10.1063/1.2973676,16 ,29,24,5
1733030,"Pion emission in 2H, 12C, 27Al() reactions at threshold | Request PDF",08-Jun,Nuclear Physics A 806(1-4):216-229,10.1016/j.nuclphysa.2008.02.308,4 ,40,24,16
1733031,"Semileptonic decays of $B_{s1}$, $B_{s2}^*$, $B_{s0}$ and $B_{s1}'$ | Request PDF",08-Jun,European Physical Journal C 60(3),10.1140/epjc/s10052-009-0940-3,5 ,78,38,40
1733032,(PDF) Particle acceleration close to the supermassive black hole horizon: The case of M87,08-May,International Journal of Modern Physics D 17(09),10.1142/S0218271808013169,17 ,51,25,26
1733033,Twisted diagrams and homotopy sheaves | Request PDF,08-Jun,arXiv,,4 ,16,11,5
1733034,Crossed product of groups. Applications,08-Jun,arXiv,,15 ,24,18,6
1733035,(PDF) Conformal maps from a 2-torus to the 4-sphere,07-Dec,Journal für die reine und angewandte Mathematik (Crelles Journal) 2012(671),10.1515/CRELLE.2011.156,34 ,29,25,4
1733036,(PDF) Exact spectrum of the Lipkin-Meshkov-Glick model in the thermodynamic limit and finite-size corrections,08-Sep,Physical Review E 78(2 Pt 1):021106,10.1103/PhysRevE.78.021106,175 ,66,42,24
1733037,(PDF) Landau Levels and Riemann Zeros,08-Oct,Physical Review Letters 101(11):110201,10.1103/PhysRevLett.101.110201,51 ,10,7,3
1733038,(PDF) Quasi-One-Dimensional Magnetism Driven by Unusual Orbital Ordering in CuSb 2 O 6,08-Jun,Physical Review Letters 100(23):237202,10.1103/PhysRevLett.100.237202,30 ,39,24,15
1733039,(PDF) Dynamics of thematic information flows,08-Jun,arXiv,,1 ,10,5,5
1733040,(PDF) Particle physics aspects of antihydrogen studies with ALPHA at CERN,08-Jun,AIP Conference Proceedings 1037(1),10.1063/1.2977840,13 ,60,38,71
1733041,On the equi-normalizable deformations of singularities of complex plane curves,08-May,manuscripta mathematica 129(4),10.1007/s00229-009-0269-0,2 ,42,33,9
1733042,"Generalized Stirling permutations, families of increasing trees and urn models | Request PDF",11-Jan,Journal of Combinatorial Theory Series A 118(1):94-114,10.1016/j.jcta.2009.11.006,48 ,38,30,8
1733043,(PDF) Peculiarities of the Correlation between Local and Global News Popularity of Electronic Mass Media,08-Jun,arXiv,,0 ,7,4,3
1733044,(PDF) Second random phase approximation and renormalized realistic interactions,09-Jan,Physics Letters B 671(3):356-360,10.1016/j.physletb.2008.12.037,57 ,56,30,26
1733045,Thermal Radiation from Cooling Neutron Stars | Request PDF,03-Jun,,10.1142/9789812704009_0029,19 ,35,11,24
1733046,(PDF) On the Absolutely Continuous Spectrum of Sturm-Liouville Operators with Applications to Radial Quantum Trees,08-Jan,Operators and Matrices 2(3),10.7153/oam-02-25,11 ,23,20,3
1733048,(PDF) Radiative decays with a0 (980) and f0 (980) from ChPT at order p4,08-Aug,,10.1063/1.2973485,5 ,34,24,10
1733049,On the derived category of a regular toric scheme,08-May,Geometriae Dedicata 148(1),10.1007/s10711-009-9389-7,4 ,19,11,8
1733050,"(PDF) Relativistic Invariance of the Phase of a Spherical Wave, relativistic Doppler Formula and Poincare's expansion of space",08-Jun,arXiv,,2 ,17,8,5
1733051,Physical structure and CO abundance of low-mass protostellar envelopes,02-May,Astronomy and Astrophysics 389(3),10.1051/0004-6361:20020681,226 ,113,44,69
1733052,Higher-dimensional perturbations of the vacuum energy density,08-May,Journal of High Energy Physics 2008(6),10.1088/1126-6708/2008/06/009,9 ,58,29,29
1733053,(PDF) Universal Coding for Classical-Quantum Channel,08-May,Communications in Mathematical Physics 289(3),10.1007/s00220-009-0825-1,47 ,36,35,1
1733054,(PDF) E-Courant Algebroids,11-Jan,International Mathematics Research Notices 2010(22),10.1093/imrn/rnq053,16 ,39,37,1
1733055,Strong coupling of light with id quantum dot chain: From rabi oscillations to rabi W aves | Request PDF,08-Jun,,10.1142/9789814280365_0006,0 ,18,18,0
1733056,(PDF) Nonvolatile Switching in Graphene Field-Effect Devices,08-Sep,IEEE Electron Device Letters 29(8):952 - 954,10.1109/LED.2008.2001179,151 ,35,46,13
1733057,On superconducting mechanism in the iron-based layered superconductors,08-Jun,arXiv,,3 ,61,21,40
1733058,(PDF) Signature change from Schutz's canonical quantum cosmology and its classical analogue,08-Jun,Physical review D: Particles and fields 77(12),10.1103/PHYSREVD.77.123529,15 ,71,46,25
1733059,Semidirect Product Decomposition of Coxeter Groups | Request PDF,08-Jun,Communications in Algebra 38(4),10.1080/00927870902980354,19 ,14,12,2
1733060,Extended H [CSC]i[/CSC] Spiral Structure and the Figure Rotation of Triaxial Dark Halos | Request PDF,02-Jun,The Astrophysical Journal 574(1),10.1086/342262,43 ,48,23,25
1733061,(PDF) Goal-oriented Dialog as a Collaborative Subordinated Activity involving Collective Acceptance,08-Jun,arXiv,,7 ,20,24,5
1733062,(PDF) Effective Hamiltonian approach to the Kerr nonlinearity in an optomechanical system,08-May,Physical Review A 80(6),10.1103/PhysRevA.80.065801,75 ,45,44,35
1733063,Charge and magnetic order in the spin‐one‐half Falicov–Kimball model with Hund coupling in two dimensions | Request PDF,08-Nov,physica status solidi (b) 245(11):2593 - 2598,10.1002/pssb.200844082,13 ,43,27,16
1733064,Evidence for Luminosity Evolution of Long Gamma-ray Bursts in Swift Data | Request PDF,08-Jun,Monthly Notices of the Royal Astronomical Society 396(1),10.1111/j.1365-2966.2008.14343.x,63 ,70,30,59
1733065,(PDF) Fermi surface nesting in several transition metal dichalcogenides,08-Jun,New Journal of Physics 10(12),10.1088/1367-2630/10/12/125027,88 ,59,40,19
1733066,On the uniqueness of the infinite cluster of the vacant set of random interlacements,08-Jun,The Annals of Applied Probability 19(1),10.1214/08-AAP547,32 ,19,17,2
1733067,(PDF) Spiral Walk on Triangular Meshes : Adaptive Replication in Data P2P Networks,08-May,arXiv,,0 ,21,21,0
1733068,Ternary cluster decay within the liquid drop model | Request PDF,08-Jun,Journal of Physics Conference Series 111(1),10.1088/1742-6596/111/1/012052,4 ,19,11,8
1733069,Influence of Gas Flow Rate on Liquid Distribution in Trickle-Beds Using Perforated Plates as Liquid Distributors | Request PDF,08-Jun,Industrial & Engineering Chemistry Research 48(1),10.1021/ie8001155,13 ,11,10,1
1733070,(PDF) Parton picture for the strongly coupled SYM plasma,08-Jun,Journal of Physics G Nuclear and Particle Physics 35(10),10.1088/0954-3899/35/10/104059,2 ,40,30,39
1733071,(PDF) The 2006 November outburst of EG Aquarii: the SU UMa nature revealed,08-Oct,Publications- Astronomical Society of Japan 60(5),10.1093/pasj/60.5.1151,8 ,83,36,47
1733072,(PDF) On the entropy and log-concavity of compound Poisson measures,08-May,arXiv,,12 ,24,24,0
1733073,(PDF) Chaplygin gas in decelerating DGP gravity and the age of the oldest star,08-Jun,Physics Letters B 666(5):420-424,10.1016/j.physletb.2008.07.094,8 ,30,28,21
1733074,(PDF) A theorem of Tits type for compact Kähler manifolds,08-Jun,Inventiones mathematicae 176(3):449-459,10.1007/s00222-008-0166-2,30 ,27,26,1
1733075,Transverse Energy Measurement in Au+Au Collisions by the STAR Experiment,11-Jun,,10.1007/s12648-011-0096-5,2 ,23,13,10
1733076,(PDF) Mapping of Shape Invariant Potentials by the Point Canonical Transformation,08-Apr,International Journal of Theoretical Physics 47(4):891-897,10.1007/s10773-007-9515-y,14 ,29,17,12
1733077,Recoil collisions as a portal to field assisted ionization at near-UV frequencies in the Strong Field Double Ionization of Helium | Request PDF,08-May,Physical Review A 78(2),10.1103/PhysRevA.78.023411,53 ,40,18,22
1733078,Fluctuations and skewness of the current in the partially asymmetric exclusion process,08-Jun,Journal of Physics A Mathematical and Theoretical 41(36),10.1088/1751-8113/41/36/365003,15 ,33,29,4
1733079,Electroweak corrections to the charm quark contribution to K + → π + ν ν,08-Aug,Physical Review D 78(3),10.1103/PhysRevD.78.034006,104 ,63,44,19
1733080,Mixed Volume Techniques for Embeddings of Laman Graphs | Request PDF,08-Jun,Computational Geometry 43(2):84-93,10.1016/j.comgeo.2009.04.004,28 ,35,30,5
1733081,(PDF) Mixing angles of quarks and leptons in Quantum Field Theory,08-May,European Physical Journal C 61(2),10.1140/epjc/s10052-009-1013-3,13 ,50,68,21
1733082,(PDF) The Consequences of Assuming m=0 for Global Model-Fitting,02-Sep,,10.1515/astro-2017-0048,7 ,9,3,6
1733083,(PDF) Boundedness of Fourier integral operators on Fourier Lebesgue spaces and affine fibrations,08-Jun,Studia Mathematica 198(3),10.4064/sm198-3-1,2 ,31,25,6
1733084,XMM-Newton observations of the low-mass X-ray binary XB1832-330 in the galactic globular cluster NGC 6652 | Request PDF,08-May,Astronomy and Astrophysics 488(1),10.1051/0004-6361:200809506,4 ,45,20,25
1733085,(PDF) Reduced measures associated to parabolic problems,08-Jun,Proceedings of the Steklov Institute of Mathematics 260(1),10.1134/S0081543808010021,0 ,15,14,5
1733086,(PDF) On rational normal curves in projective space,08-Jun,Journal of the London Mathematical Society 80(1),10.1112/jlms/jdp004,7 ,22,21,1
1733087,(PDF) Accurate and diverse recommendations via eliminating redundant correlations,09-Dec,New Journal of Physics 11(12):123008,10.1088/1367-2630/11/12/123008,111 ,53,31,22
1733088,(PDF) Convergence of Point Processes with Weakly Dependent Points,08-Jun,Journal of Theoretical Probability 22(4),10.1007/s10959-008-0176-4,8 ,43,41,2
1733089,(PDF) Spin-polaron band structure and hole pockets in underdoped cuprates,08-May,"Physical review. B, Condensed matter 78(6)",10.1103/PhysRevB.78.064501,21 ,122,73,37
1733090,(PDF) Towards a Theory of Chaos Explained as Travel on Riemann Surfaces,08-May,Journal of Physics A Mathematical and Theoretical 42(1),10.1088/1751-8113/42/1/015205,20 ,33,31,2
1733091,(PDF) The relative power and its invariance,08-Jun,"Atti della Accademia Nazionale dei Lincei, Classe di Scienze Fisiche, Matematiche e Naturali, Rendiconti Lincei Matematica E Applicazioni",10.4171/RLM/545,3 ,39,37,2
1733092,Poisson Cloning Model for Random Graphs,08-Jun,arXiv,,59 ,74,64,10
1733093,(PDF) Design and Implementation Aspects of a novel Java P2P Simulator with GUI,08-Jun,arXiv,,0 ,6,5,1
1733094,(PDF) La th\'eorie des invariants des formes quadratiques ternaires revisit\'ee,08-Jun,arXiv,,0 ,21,17,2
1733095,Inference for the dark energy equation of state using Type IA supernova data | Request PDF,08-May,The Annals of Applied Statistics 3(1),10.1214/08-AOAS229,15 ,69,53,16
1733096,OPEN PROBLEM: Some open questions in 'wave chaos' | Request PDF,08-Aug,Nonlinearity 21(8),10.1088/0951-7715/21/8/T01,13 ,54,48,6
1733097,Algebras with involution that become hyperbolic over the function field of a conic,10-Dec,Israel Journal of Mathematics 180(1):317-344,10.1007/s11856-010-0106-x,10 ,38,28,10
1733098,Hydrogen-induced metallization of the $\beta$-SiC(001) Si-rich surface | Request PDF,08-Jun,arXiv,,0 ,21,21,0
1733099,(PDF) Cohomologically hyperbolic endomorphisms of complex manifolds,08-Jun,arXiv,,4 ,37,31,6
1733100,(PDF) On the path density of a gradient field,08-May,The Annals of Statistics 37(6),10.1214/08-AOS671,29 ,41,33,8
1733101,(PDF) Scattering of backward spin waves in a one-dimensional magnonic crystal,08-Jul,Applied Physics Letters 93(2):022508,10.1063/1.2963027,157 ,22,14,8
1733102,(PDF) Mesoscopic Fluctuations in the Spin-Electric Susceptibility due to Rashba Spin-Orbit Interaction,08-Dec,Physical Review Letters 101(22):226602,10.1103/PhysRevLett.101.226602,11 ,42,29,12
1733103,Stokes Theorem for Lipschitz forms on a smooth manifold,08-Jun,arXiv,,1 ,3,2,1
1733104,General runner removal and the Mullineux map | Request PDF,09-Dec,Journal of Algebra 322(12):4331-4367,10.1016/j.jalgebra.2009.09.027,8 ,22,21,1
1733105,Non-Hamiltonian Transverse-Longitudinal Emittance Transfer in Circular Accelerators,08-Jun,arXiv,,0 ,9,0,9
1733106,(PDF) Succinct Geometric Indexes Supporting Point Location Queries,08-Jun,ACM Transactions on Algorithms 8(2),10.1145/1496770.1496840,14 ,53,51,2
1733107,The loci of abelian varieties with points of high multiplicity on the theta divisor | Request PDF,08-Jun,Geometriae Dedicata 139(1),10.1007/s10711-008-9326-1,9 ,35,26,9
1733108,(PDF) Complexity of thermal states in quantum spin chains,08-Jun,Physical Review A 78(2),10.1103/PhysRevA.78.022103,38 ,46,26,20
1733109,(PDF) Stationary Density Matrix of a Pumped Polariton System,09-Apr,Physical Review Letters 102(12):126404,10.1103/PhysRevLett.102.126404,8 ,36,19,17
1733110,The dynamic electric polarizability of a particle bound by a double delta potential,08-Jan,European Journal of Physics 29(3),10.1088/0143-0807/29/3/010,2 ,15,15,0
1733111,The duty cycle of local radio galaxies | Request PDF,08-Aug,Monthly Notices of the Royal Astronomical Society 388(2):625 - 637,10.1111/j.1365-2966.2008.13459.x,106 ,126,51,75
1733112,(PDF) Thermal dileptons at SPS energies,08-Sep,Journal of Physics G Nuclear and Particle Physics 35(10):104036,10.1088/0954-3899/35/10/104036,28 ,43,25,18
1733113,On The Dependence Structure of Wavelet Coefficients for Spherical Random Fields | Request PDF,09-Oct,Stochastic Processes and their Applications 119(10):3749-3766,10.1016/j.spa.2009.07.005,42 ,39,34,5
1733114,Hypersharp Neutrino Lines,08-May,arXiv,,4 ,15,1,14
1733115,Neutron Transfer Dynamics and Doorway to Fusion in Time-Dependent Hartree-Fock Theory,08-Jun,European Physical Journal A 37(2),10.1140/epja/i2008-10614-6,54 ,45,27,18
