PaperID,Abstract
1733160,"Anomalous dimensions of high-twist Wilson operators have a nontrivial scaling behavior in the limit when their Lorentz spin grows exponentially with the twist. To describe the corresponding scaling function in planar N=4 SYM theory, we analyze an integral equation recently proposed by Freyhult, Rej and Staudacher and argue that at strong coupling it can be casted into a form identical to the thermodynamical Bethe Ansatz equations for the nonlinear O(6) sigma model. This result is in a perfect agreement with the proposal put forward by Alday and Maldacena within the dual string description, that the scaling function should coincide with the energy density of the nonlinear O(6) sigma model embedded into AdS5×S5."
1733161,Born differential cross sections and the lowest-order radiative correction to them are obtained in the kinematics of large-angle final photons emission in high-energy electron-positron annihilation processes. Taking into account possible emission of real soft and hard photons in collinear kinematics we show the validity of the Drell-Yan form of differential cross section with the nonsinglet structure functions of initial leptons. The leading and next-to leading contribution to the cross sections is obtained. The relevant numerical estimations are presented.
1733162,"We present detailed Fourier modeling of the radio remnant of Supernova 1987A, using high-resolution 9 GHz and 18 GHz data taken with the Australia Telescope Compact Array over the period 1992 to 2008. We develop a parameterized three-dimensional torus model for the expanding radio shell, in which the emission is confined to an inclined equatorial belt; our model also incorporates both a correction for light travel-time effects and an overall east-west gradient in the radio emissivity. By deriving an analytic expression for the two-dimensional Fourier transform of the projected three-dimensional brightness distribution, we can fit our spatial model directly to the interferometric visibility data. This provides robust estimates to the radio morphology at each epoch. The best-fit results suggest a constant remnant expansion at 4000 +/- 400 km/s over the 16-year period covered by the observations. The model fits also indicate substantial mid-latitude emission, extending to 40 degree on either side of the equatorial plane. This likely corresponds to the extra-planar structure seen in H$\alpha$ and Ly$\alpha$ emission from the supernova reverse shock, and broadly supports hydrodynamic models in which the complex circumstellar environment was produced by a progression of interacting winds from the progenitor. Our model quantifies the clear asymmetry seen in the radio images: we find that the eastern half of the radio remnant is consistently ~40 brighter than the western half at all epochs, which may result from an asymmetry in the ejecta distribution between these two hemispheres. Comment: accepted by ApJ, 11 figures, some have been scaled down in resolution"
1733163,"Consistent coupling of effective field theories with a quantum theory of gravity appears to require bounds on the rank of the gauge group and the amount of matter. We consider landscapes of field theories subject to such to boundedness constraints. We argue that appropriately “coarse-grained” aspects of the randomly chosen field theory in such landscapes, such as the fraction of gauge groups with ranks in a given range, can be statistically predictable. To illustrate our point we show how the uniform measures on simple classes of N=1 quiver gauge theories localize in the vicinity of theories with certain typical structures. Generically, this approach would predict a high energy theory with very many gauge factors, with the high rank factors largely decoupled from the low rank factors if we require asymptotic freedom for the latter."
1733164,"We have measured Lick index equivalent widths to derive luminosity weighted stellar ages and metallicities for thin and thick disk dominated regions of 9 edge-on disk galaxies with the ARC 3.5 meter telescope at Apache Point Observatory. In all cases, the thick disks are confirmed to be old stellar populations, with typical ages between 4 and 10 Gyr. The thin disks are uniformly younger than the thick disks, and show strong radial age gradients, with the outer regions of the disks being younger than 1 Gyr. We do not detect any significant metallicity differences or alpha-element enhancement in the thick disk stars compared to the thin disk, due to the insensitivity of the Lick indices to these differences at low metallicity. We compare these results to thick disks measured in other systems and to predictions from thick disk formation models. Comment: 14 pages, 10 figures, accepted for publication in ApJ"
1733165,"In this paper we study surface operators in Script N = 4 supersymmetric Yang-Mills theory. We compute surface operator observables, such as the expectation value of surface operators, the correlation function of surface operators with local operators, and the correlation function of surface operators with Wilson and 't Hooft loops. The calculations are performed using three different realizations of surface operators, corresponding respectively to the gauge theory path integral definition, the probe brane description in AdS5 × S5 and the ``bubbling'' supergravity description of surface operators. We find remarkable agreement between the different calculations performed using the three different realizations."
1733166,"We examine the behavior of the spectral function for the trace of the stress tensor in QCD in the two regimes where it is possible to make analytical progress; weak coupling, and close to a second order QCD phase transition. We determine the behavior of the bulk viscosity in each regime. We discuss the problem of analytic continuation of the (lattice) Euclidean correlation function to determine the spectral function. In each case the spectral function has a narrow peak at small frequency; its shape would be challenging to extract accurately from lattice data with error bars."
1733167,"Several supersymmetric models with extended gauge structures, motivated by either grand unification or by neutrino mass generation, predict light doubly-charged Higgsinos. In this work we study productions and decays of doubly-charged Higgsinos present in left-right supersymmetric models, and show that they invariably lead to novel collider signals not found in the minimal supersymmetric model (MSSM) or in any of its extensions motivated by the \mu problem or even in extra dimensional theories. We investigate their distinctive signatures at the Large Hadron Collider (LHC) in both pair-- and single--production modes, and show that they are powerful tools in determining the underlying model via the measurements at the LHC experiments."
1733168,"Two-dimensional (p(x)+ip(y)) superfluids or superconductors offer a playground for studying intriguing physics such as quantum teleportation, non-Abelian statistics, and topological quantum computation. Creating such a superfluid in cold fermionic atom optical traps using p-wave Feshbach resonance is turning out to be challenging. Here we propose a method to create a p(x)+ip(y) superfluid directly from an s-wave interaction making use of a topological Berry phase, which can be artificially generated. We discuss ways to detect the spontaneous Hall mass current, which acts as a diagnostic for the chiral p-wave superfluid."
1733169,"The notion of crossed product with a coquasi-Hopf algebra H is introduced and studied. The result of such a crossed product is an algebra in the monoidal category of right H-comodules. We give necessary and sufficient conditions for two crossed products to be equivalent. Then, two structure theorems for coquasi-Hopf modules are given. First, these are relative Hopf modules over the crossed product. Second, the category of coquasi-Hopf modules is trivial, namely equivalent to the category of modules over the starting associative algebra. In deep connection with the crossed product is the notion of a cleft extension over a coquasi-Hopf algebra, introduced by the author in a previous paper. A Morita context of Hom spaces is constructed in order to explain these extensions, which are shown to be equivalent with crossed product with invertible cocycle."
1733170,"AIMS: To study the structure of nearby (< 500 pc) dense starless and star-forming cores with the particular goal to identify and understand evolutionary trends in core properties, and to explore the nature of Very Low Luminosity Objects (< 0.1 L_sun; VeLLOs). METHODS: Using the MAMBO bolometer array, we create maps unusually sensitive to faint (few mJy per beam) extended (approx. 5 arcmin) thermal dust continuum emission at 1.2 mm wavelength. Complementary information on embedded stars is obtained from Spitzer, IRAS, and 2MASS. RESULTS: Our maps are very rich in structure, and we characterize extended emission features (``subcores'') and compact intensity peaks in our data separately to pay attention to this complexity. We derive, e.g., sizes, masses, and aspect ratios for the subcores, as well as column densities and related properties for the peaks. Combination with archival infrared data then enables the derivation of bolometric luminosities and temperatures, as well as envelope masses, for the young embedded stars. CONCLUSIONS: (abridged) Starless and star-forming cores occupy the same parameter space in many core properties; a picture of dense core evolution in which any dense core begins to actively form stars once it exceeds some fixed limit in, e.g., mass, density, or both, is inconsistent with our data. Comparison of various evolutionary indicators for young stellar objects in our sample (e.g., bolometric temperatures) reveals inconsistencies between some of them, possibly suggesting a revision of some of these indicators. Comment: Accepted to A&A. In total 46 pages, with 20 pages of tables, figures, and appendices. High-resolution version of this article at https://www.xythosondemand.com/home/harvard_iic/Users/jkauffma/Public/mambo_spitzer.pdf"
1733171,"In this paper we study the properties of pseudobulges (bulges that appear similar to disk galaxies) and classical bulges (bulges which appear similar to E-type galaxies) in bulge-disk decompositions. We show that the distribution of bulge Sersic indices is bimodal, and this bimodality correlates with the morphology of the bulge. Pseudobulges have n<2 and classical bulges have n>2 with little overlap. Also, pseudobulges do not follow the correlations of Sersic index with structural parameters or the photometric projections of the fundamental plane in the same way as classical bulges and elliptical galaxies do. We find that pseudobulges are systematically flatter than classical bulges and thus more disk-like in both their morphology and shape. We do not find significant differences between different bulge morphologies that we are collectively calling pseudobulges (nuclear spirals, nuclear rings, nuclear bars, and nuclear patchiness) appear to behave similarly in all parameter correlations. In Sersic index, flattening, and bulge-to-total ratio, the distinction appears to be between classical bulges and pseudobulges, not between different pseudobulge morphologies. The Sersic index of the pseudobulges does not correlate with B/T, in contrast to classical bulges. Also, the half-light radius of the pseudobulge correlates with the scale length of the disk; this is not the case for classical bulges. The correlation of Sersic index and scale lengths with bulge morphology suggests that secular evolution is creating pseudobulges with low-Sersic index, and that other processes (e.g. major mergers) are responsible for the higher Sersic index in classical bulges and elliptical galaxies. Comment: Accepted to Astronomy Journal; For complete version with appendix and high resolution images, please visit http://spitzer.as.utexas.edu/~twitch/Papers/papers.html"
1733172,"This is the Phase 1 Report on the Experimental Probe of Inflationary Cosmology (EPIC), a mission concept study for NASA's Einstein Inflation Probe. When we began our study we sought to answer five fundamental implementation questions: 1) can foregrounds be measured and subtracted to a sufficiently low level?; 2) can systematic errors be controlled?; 3) can we develop optics with sufficiently large throughput, low polarization, and frequency coverage from 30 to 300 GHz?; 4) is there a technical path to realizing the sensitivity and systematic error requirements?; and 5) what are the specific mission architecture parameters, including cost? Detailed answers to these questions are contained in this report. Currently in Phase 2, we are exploring a mission concept targeting a ~2m aperture, in between the two options described in the current report with a small (~30 cm) and large (~4m) missions."
1733173,"We test the predictions of (a weakened version of) the L-functions Ratios conjecture for the family of cuspidal newforms of weight k and level N, with either k fixed and N → ∞ through the primes or N = 1 and k → ∞. We study the main and lower-order terms in the 1-level density. We provide evidence for the Ratios conjecture by computing and confirming its predictions up to a power savings in the family's cardinality, at least for test functions whose Fourier transforms are supported in (−2, 2). We do this both for the weighted and unweighted 1-level density (where in the weighted case we use the Petersson weights), thus showing that either formulation may be used. These two 1-level densities differ by a term of size 1/log (k2 N). Finally, we show that there is another way of extending the sums arising in the Ratios conjecture, leading to a different answer (although the answer is such a lower-order term that it is hopeless to observe which is correct)."
1733174,"We explore the phenomenology of Kaluza-Klein (KK) dark matter in very general models with universal extra dimensions (UEDs), emphasizing the complementarity between high-energy colliders and dark matter direct detection experiments. In models with relatively small mass splittings between the dark matter candidate and the rest of the (colored) spectrum, the collider sensitivity is diminished, but direct detection rates are enhanced. UEDs provide a natural framework for such mass degeneracies. We consider both 5-dimensional and 6-dimensional non-minimal UED models, and discuss the detection prospects for various KK dark matter candidates: the KK photon \gamma_1 (5D) the KK Z-boson Z_1 (5D) and the spinless KK photon \gamma_H (6D). We combine collider limits such as electroweak precision data and expected LHC reach, with cosmological constraints from WMAP and the sensitivity of current or planned direct detection experiments. Allowing for general mass splittings, we show that neither colliders, nor direct detection experiments by themselves can explore all of the relevant KK dark matter parameter space. Nevertheless, they probe different parameter space regions and the combination of the two types of constraints can be quite powerful. For example, in the case of \gamma_1 in 5D UEDs the relevant parameter space will be almost completely covered by the combined LHC and direct detection sensitivities expected in the near future. Comment: 5 pages, 7 figures, to appear in the proceedings of ""Identification of dark matter 2008"", August 18-22, 2008, Stockholm, Sweden"
1733175,"The use of uncontrolled financial spreadsheets can expose organizations to unacceptable business and compliance risks, including errors in the financial reporting process, spreadsheet misuse and fraud, or even significant operational errors. These risks have been well documented and thoroughly researched. With the advent of regulatory mandates such as SOX 404 and FDICIA in the U.S., and MiFID, Basel II and Combined Code in the UK and Europe, leading tax and audit firms are now recommending that organizations automate their internal controls over critical spreadsheets and other end-user computing applications, including Microsoft Access databases. At a minimum, auditors mandate version control, change control and access control for operational spreadsheets, with more advanced controls for critical financial spreadsheets. This paper summarises the key issues regarding the establishment and maintenance of control of Business Critical spreadsheets."
1733176,"We report Pauli spin blockade in an impurity defined carbon nanotube double quantum dot. We observe a pronounced current suppression for negative source-drain bias voltages which is investigated for both symmetric and asymmetric coupling of the quantum dots to the leads. The measured differential conductance agrees well with a theoretical model of a double quantum dot system in the spin-blockade regime which allows us to estimate the occupation probabilities of the relevant singlet and triplet states. This work shows that effective spin-to-charge conversion in nanotube quantum dots is feasible and opens the possibility of single-spin readout in a material that is not limited by hyperfine interaction with nuclear spins. Comment: 7 pages, 5 figures"
1733177,"We analyze the latency of fault-tolerant quantum computing based on the 9-qubit Bacon-Shor code using a local, two-dimensional architecture. We embed the data qubits in a 7 by 7 array of physical qubits, where the extra qubits are used for ancilla preparation and qubit transportation by means of a SWAP chain. The latency is reduced with respect to a similar implementation using Steane's 7-qubit code (K. M. Svore, D. P. DiVincenzo, and B. M. Terhal, Quantum Information & Computation {\bf 7}, 297 (2007)). Furthermore, the error threshold is also improved to $2.02 \times 10^{-5}$, when memory errors are taken to be one tenth of the gate error rates."
1733178,"Aims: morpholgies, number and energy distributions of Cosmological Shock Waves from a set of ENZO cosmological simulations are produced, along with a study of the connection with Cosmic Rays processes in different environments. Method: we perform cosmological simulations with the public release of the PPM code ENZO, adopt a simple and physically motivated numerical setup to follow the evolution of cosmic structures at the resolution of 125kpc per cell, and characterise shocks with a new post processing scheme. Results: we estimate the efficency of the acceleration of Cosmic Ray particles and present the first comparison of our results with existing limits from observations of galaxy clusters."
1733179,"Using far-infrared emission maps taken by IRAS and Spitzer and a near-infrared extinction map derived from 2MASS data, we have made dust temperature and column density maps of the Perseus molecular cloud. We show that the emission from transiently heated very small grains and the big grain dust emissivity vary as a function of extinction and dust temperature, with higher dust emissivities for colder grains. This variable emissivity can not be explained by temperature gradients along the line of sight or by noise in the emission maps, but is consistent with grain growth in the higher density and lower temperature regions. By accounting for the variations in the dust emissivity and VSG emission, we are able to map the temperature and column density of a nearby molecular cloud with better accuracy than has previously been possible. Comment: 16 pages, including 9 figures. Accepted to ApJ"
1733180,"We explore the constraints on the spectrum of primary fields implied by modularity of the elliptic genus of N=(2,2) 2D CFT's. We show that such constraints have nontrivial implications for the existence of ``extremal'' N=(2,2) conformal field theories. Applications to AdS3 supergravity and flux compactifications are addressed."
1733181,"The wave function of a non-relativistic particle in a periodic potential admits oscillatory solutions, the Bloch waves. In the presence of a random noise contribution to the potential the wave function is localized. We outline a new proof of this Anderson localization phenomenon in one spatial dimension, extending the classical result to the case of a periodic background potential. The proof makes use of techniques previously developed to study the effects of noise on reheating in inflationary cosmology, employing methods of random matrix theory."
1733182,"In this paper, we discuss the problem of the software engineering of a class of business spreadsheet models. A methodology for structured software development is proposed, which is based on structured analysis of data, represented as Jackson diagrams. It is shown that this analysis allows a straightforward modularisation, and that individual modules may be represented with indentation in the block-structured form of structured programs. The benefits of structured format are discussed, in terms of comprehensibility, ease of maintenance, and reduction in errors. The capability of the methodology to provide a modular overview in the model is described, and examples are given. The potential for a reverse-engineering tool, to transform existing spreadsheet models is discussed."
1733183,"Students learning how to apply spreadsheets to accounting problems are not always well served by the built-in financial functions. Problems can arise because of differences between UK and US practice, through anomalies in the functions themselves, and because the promptings of Wizards' engender an attitude of filling in the blanks on the screen, and hoping for the best. Some examples of these problems are described, and suggestions are presented for ways of improving the situation. Principally, it is suggested that spreadsheet prompts and 'Help' screens should offer integrated guidance, covering some aspects of financial practice, as well as matters of spreadsheet technique."
1733184,"In many applications such as data compression, imaging or genomic data analysis, it is important to approximate a given tensor by a tensor that is sparsely representable. For matrices, i.e. 2-tensors, such a representation can be obtained via the singular value decomposition which allows to compute the best rank $k$ approximations. For $t$-tensors with $t>2$ many generalizations of the singular value decomposition have been proposed to obtain low tensor rank decompositions. In this paper we will present a different approach which is based on best subspace approximations, which present an alternative generalization of the singular value decomposition to tensors."
1733185,"We present the first mid-infrared (MIR) detection of a field brown dwarf (BD) and the first ground-based MIR measurements of a disk around a young BD candidate. We prove the absence of warm dust surrounding the field BD LP 944-20. In the case of the young BD candidate Cha Halpha2, we find clear evidence for thermal dust emission from a disk. Surprisingly, the object does not exhibit any silicate feature as previously predicted. We show that the flat spectrum can be explained by an optically thick flat dust disk but not by a flared one."
1733186,"We present a computational study of a visualization method for invariant sets based on ergodic partition theory, first proposed by Mezić (Ph.D. thesis, Caltech, 1994) and Mezić and Wiggins [Chaos 9, 213 (1999)]. The algorithms for computation of the time averages of observables on phase space are developed and used to provide an approximation of the ergodic partition of the phase space. We term the graphical representation of this approximation--based on time averages of observables--a mesochronic plot (from Greek: meso--mean, chronos--time). The method is useful for identifying low-dimensional projections (e.g., two-dimensional slices) of invariant structures in phase spaces of dimensionality bigger than two. We also introduce the concept of the ergodic quotient space, obtained by assigning a point to every ergodic set, and provide an embedding method whose graphical representation we call the mesochronic scatter plot. We use the Chirikov standard map as a well-known and dynamically rich example in order to illustrate the implementation of our methods. In addition, we expose applications to other higher dimensional maps such as the Froéschle map for which we utilize our methods to analyze merging of resonances and, the three-dimensional extended standard map for which we study the conjecture on its ergodicity [I. Mezić, Physica D 154, 51 (2001)]. We extend the study in our next paper [Z. Levnajić and I. Mezić, e-print arXiv:0808.2182] by investigating the visualization of periodic sets using harmonic time averages. Both of these methods are related to eigenspace structure of the Koopman operator [I. Mezić and A. Banaszuk, Physica D 197, 101 (2004)]."
1733187,We characterize unitary representations of braid groups $B_n$ of degree linear in $n$ and finite images of such representations of degree exponential in $n$.
1733188,"Although cognitive science has discovered several methods for increasing the learning of complex skills, such as physics problem solving, detailed examination of verbal protocols suggests there is still room for improvement. Basically, students do not always apply the meta-cognitive strategies that the instruction invites. For instance, when prompted to self-explain, students may still choose to not explain. We conjecture that most students know which meta-cognitive strategies are good and bad. When they work in pairs, they are more likely to choose the good strategies. We hypothesize that social accountability improves meta-cognitive strategy choice, which thereby improves learning. Our experiment compared individuals and pairs learning from state-of-the-art instruction. The results suggest that the dyads solved more problems and requested fewer hints during problem solving than individuals. We also discovered a new form of self-explanation, wherein students generate explanations to account for the differences between their solutions and the instructor's. Comment: Submitted to the Proceedings of the 30th Annual Cognitive Science Society (p. 744). Washington DC: Cognitive Science Society"
1733189,This paper describes a framework for a systematic classification of spreadsheet errors. This classification or taxonomy of errors is aimed at facilitating analysis and comprehension of the different types of spreadsheet errors. The taxonomy is an outcome of an investigation of the widespread problem of spreadsheet errors and an analysis of specific types of these errors. This paper contains a description of the various elements and categories of the classification and is supported by appropriate examples.
1733190,"We analyze the 1496 days of SuperKamiokande data to put limits on the nue, anti-nue, numu + nutau and anti-numu + anti-nutau components of the diffuse flux of supernova neutrinos, in different energy intervals and for different neutrino energy spectra. By considering the presence of only one component at a time, we find the following bounds at 90% C.L. and for neutrino energy E>19.3$ MeV: Phi_{nue}<73.3-154 cm^-2 s^-1, Phi_{anti-nue} <1.4-1.9 cm^-2 s^-1, Phi_{numu+nutau} <(1.0-1.4) 10^3 cm^-2 s^-1, and Phi_{anti-numu+ anti-nutau} <(1.3-1.8) 10^3 cm^-2 s^-1, where the intervals account for varying the neutrino spectrum. In the interval E = 22.9 - 36.9 MeV, we find Phi_{nue}<39-54 cm^-2 s^-1, which improves on the existing limit from SNO in the same energy window. Our results for numu + nutau and anti-numu + anti-nutau improve by about four orders of magnitude over the previous best constraints from LSD."
1733191,"Kossovsky recently conjectured that the distribution of leading digits of a chain of probability distributions converges to Benford's law as the length of the chain grows. We prove his conjecture in many cases, and provide an interpretation in terms of products of independent random variables and a central limit theorem. An interesting consequence is that in hierarchical Bayesian models priors tend to satisfy Benford's Law as the number of levels of the hierarchy increases, which allows us to develop some simple tests (based on Benford's law) to test proposed models. We give explicit formulas for the error terms as sums of Mellin transforms, which converges extremely rapidly as the number of terms in the chain grows. We may interpret our results as showing that certain Markov chain Monte Carlo processes are rapidly mixing to Benford's law. Comment: 15 pages, second draft: added some additional remarks on connections to Hierarchical Bayes and MCMC, fixed some typos, added additional explanations"
1733192,"Let p be an odd prime, K a finite extension of Qp, its absolute Galois group and e=e(K/Qp) its absolute ramification index. Suppose that T is a pn-torsion representation of GK that is isomorphic to a quotient of GK-stable Zp-lattices in a semi-stable representation with Hodge–Tate weights {0,…,r}. We prove that there exists a constant μ depending only on n, e and r such that the upper numbering ramification group acts on T trivially."
1733193,We report on measurements of open charm production through both hadronic and semi-leptonic decay channels in $\sqrt{s_{NN}}$ = 200 GeV heavy ion collision at the STAR experiment at RHIC. We compare experimental results to theoretical predictions from pQCD. The open charm $R_{AA}$ is also presented as evidence of possible medium-induced energy loss.
1733194,"We consider several new classes of viable vector field alternatives to the inflaton and quintessence scalar fields. Spatial vector fields are shown to be compatible with the cosmological anisotropy bounds if only slightly displaced from the potential minimum while dominant, or if driving an anisotropic expansion with nearly vanishing quadropole today. The Bianchi I model with a spatial field and an isotropic fluid is studied as a dynamical system, and several types of scaling solutions are found. On the other hand, time-like fields are automatically compatible with large-scale isotropy. We show that they can be dynamically important if non-minimal gravity couplings are taken into account. As an example, we reconstruct a vector-Gauss-Bonnet model which generates the concordance model acceleration at late times and supports an inflationary epoch at high curvatures. The evolution of vortical perturbations is considered. Comment: 24 pages, 2 figures; JCAP in print"
1733195,"We present a catalog of 4780 extended sources from the outer field of M33. The catalog includes 73 previously identified clusters or planetary nebulae, 1153 likely background galaxies, and 3554 new candidate stellar clusters. The survey is based on deep ground-based images obtained with the MegaCam instrument on the CFHT telescope. We provide g'r'i' photometry for detected objects as well as estimates of the FWHM and ellipticity of their profiles. The sample includes 122 new, relatively bright, likely globular clusters. Follow-up observations of fainter candidates from our list may extend the faint-end of the observed luminosity function of globular clusters in M33 by up to 3 magnitudes. The catalog includes several cluster candidates located in the outskirts of the galaxy. These objects are promising targets for deep photometry with the HST. We present a color-magnitude diagram for one detected object, showing that it is an extended and low-surface-brightness old cluster located at an angular distance of 27' from the center of M33."
1733196,"In previous papers, we presented the discovery of a 12 s X-ray pulsar in the supernova remnant Kes 73, providing the first direct evidence for an ultramagnetized neutron star, a magnetar, with an equivalent dipole field of nearly 20 times the quantum critical magnetic field (m^2_ec^3/e&planck;). Our conclusions were based on two epochs of the measurement of the spin, along with an age estimate of the host supernova remnant. Herein, we present a spin chronology of the pulsar using additional Ginga, ASCA, RXTE, and BeppoSAX data sets spanning over a decade. The timing and spectral analyses confirm our initial results and severely limit an accretion origin for the observed flux. Over the 10 yr baseline, the pulsar is found to undergo a rapid, constant spin-down while maintaining a steady flux and an invariant pulse profile. Within the measurement uncertainties, no systematic departures from a linear spin-down are found-departures as in the case of glitches or simply stochastic fluctuations in the pulse times of arrival (e.g., red timing noise). We suggest that this pulsar is akin to the soft gamma-ray repeaters; however, it is remarkably stable and has yet to display similar outbursts. Future gamma-ray activity from this object is likely."
1733197,"There is now considerable evidence that horizontal branch (HB) stars hotter than about 11,500 K experience an enormous enhancement of their photospheric iron abundance due to radiative levitation. In globular clusters, the photospheric iron abundance can reach values of [Fe/H] ~ +0.3, or up to two orders of magnitude higher than the cluster iron abundance. Model atmospheres which take into account the iron overabundance are needed for understanding the appearance of the HB in globular cluster color-magnitude diagrams (CMDs), for the derivation of accurate luminosities, gravities and masses, and for the ultraviolet spectral synthesis of old, metal-poor stellar populations."
1733198,"The UV upturn phenomenon observed in elliptical galaxies is attractive for its potential value as an age indicator of old stellar systems. We present our most recent population models for the UV evolution of elliptical galaxies. We confirm that the dominant UV sources are either metal-poor or metal-rich hot horizontal-branch (HB) stars in local giant ellipticals, but we also note that the contribution from post-asymptotic-giant-branch (PAGB) stars overwhelms the UV spectrum at higher redshifts (look-back times). The model UV spectral energy distribution (SED) is therefore strongly affected by the current uncertainty of the mean mass of PAGB stars at higher redshifts. Fortunately, our models suggest that the far-UV observations at z > 0.35 could produce strong constraint on the PAGB mass, while observations at could produce strong constraint on the PAGB mass, while observations at lower redshifts (0.15 < z < 0.30) would still provide constraints on the models on the origin of the UV upturn. Future observations of ellipticals from the STIS/HST and planned GALEX space UV facility will provide crucial database required for more concrete calibration of our UV dating techniques for old stellar systems."
1733199,"The isospin-violating decay f 1(1285) → π+π-π0 has been studied at the VES facility. This study is based on the statistics acquired in π- Be interactions at 27, 36.6 and 41 GeV/c in the diffractive reaction π- N → (f 1π-)N . The f 1(1285) → π+π-π0 decay is observed. The preliminary ratio of decay probabilities BR(f 1(1285) → π+π-π0) to BR(f 1(1285) → ηπ+π-). BR(η → γγ) is ∼ 2% ."
1733200,"We review the observational differences between gamma-ray bursts occurring on a single shell (such as in the external shock model) and multiple shells (such as in the internal shock model). We do not argue against external shocks or for internal shocks, as such, but rather against a single shell and for a central engine that is small enough to produce the typical GRB time history without violating causality or other kinematic limits. The expected profile and average spectral evolution from a single shell is compared to the average of many bursts and found to be different. The presence of gaps in many gamma-ray bursts is a strong argument against a single shell because an observer should see many causally disconnected regions at any one time.The rapid variability is also difficult to explain from a single shell because of the large number of causally disconnected regions. The pulse width as a function of time in a burst should increase because there is a one-to-one relationship between arrival time and the off-axis angle of emission. The observations show that the pulse width does not increase with time. Finally, in GRB990123 there is evidence for deceleration from the simultaneous optical observations, yet the gamma-ray pulses show no lengthening of their pulse structure. We conclude that gamma-ray bursts are caused by a relatively small central engine."
1733201,"We propose a radial velocity survey with the aim of resolving the current dispute on the LMC microlensing: in the pro-MACHO hypothesis, the lenses are halo white dwarfs or MACHOs in general; in the pro-star hypothesis, both the lenses and the sources are stars in various plausible structures of the Magellanic Clouds and the Galaxy. Star-star lensing should prefer sources at the backside of or behind the LMC disk, because lensing is most efficient if the source is located a few kpc behind a dense screen of stars, here the thin disk of the LMC. This signature of self-lensing can be searched for with a radial velocity survey, since the kinematics of the stars at the back can be markedly different from that of the majority of stars in the cold, rapidly rotating disk of the LMC. Detailed simulations of effect, together with optimal strategies for carrying out the proposed survey, are reported here. Assuming that the existing 30 or so alerted stars in the LMC are truly microlensed stars, their kinematics can test the two lensing scenarios; the confidence level varies with the still very uncertain structure of the LMC. Spectroscopy of the existing sample and future events requires about two or three good-seeing nights per year at a 4-8 m class southern telescope, either during the amplification phase or long after."
1733202,"We performed a spectral analysis of the EUVE spectrum and ROSAT data of the unique object H1504+65, which is an extremely hot post-AGB star entering the white dwarf cooling sequence. It is the only pre-white dwarf known, whose surface is free of hydrogen and helium, hence, it represents the bare core of a former AGB star. The EUV spectrum (75--150A) is dominated by strong OVI lines and we can identify a number of NeVII lines. EUVE and ROSAT data can be fitted with models between Teff=170000 K and 200000 K. We derive an extraordinarily high neon abundance (2%--5% by mass, i.e. 20--50 times solar) which we confirm by an optical NeVII line detected in a Keck HIRES echelle spectrum. This abundance is expected for 3-alpha processed matter and corroborates our understanding of H1504+65 as a C-O stellar core which has lost its entire H- and He-rich envelopes."
1733203,"The results of our observational campaigns on the two extragalactic sources Mkn 501 and Mkn 421, carried out with the Imaging Element of the TACTIC array, during March-May, 1998 and April-May, 1999, are presented. The results indicate that the two BL Lac objects (Mkn 501 and Mkn 421) were in a `low' gamma-ray emission state during both epochs of our observations."
1733204,"The Rainich's program of describing metrics induced by pure electromagnetic fields is implemented in a simpler way by using the Ernst formalism and increasing the symmetry of spacetime. Stationary metrics possessing one, two or three Killing vectors are studied and classified. Three branches of solutions exist. Electromagnetically induced mass terms appear in two of them, including a class of solutions in harmonic functions. The static subcase is discussed too. Relations to other well-known electrovacuum metrics are elucidated."
1733205,"We present subarcsecond resolution imaging and spectroscopy of the BL Lac object 1ES 1741+196 and neighboring galaxies. Based on 2-dimensional modelling, the host galaxy of 1ES 1741+196 is a very bright and large elliptical galaxy (M_R = -24.85, r_e = 51.2 kpc), whose overall luminosity distribution deviates significantly from a de Vaucouleurs profile. It is one of the most luminous and largest BL Lac host galaxies known. Closeby to 1ES 1741+196 we found two companion galaxies at the same redshift as the BL Lac itself. They are at projected distances of 7.2 and 25.2 kpc, respectively. The closer companion galaxy can be best modelled by a Sa-type galaxy, whereas the more distant companion galaxy is an elliptical. This is supported by their spectra. We detected a tidal tail emerging from the closer companion galaxy which is possibly connected with the more distant galaxy. Its surface brightness increases towards the closer companion galaxy, which suggests that material has been released from that galaxy due to tidal forces. The flat luminosity profile (beta = 0.15), high ellipticity (epsilon = 0.35) of the host galaxy of 1ES 1741+196 as well as its position angle along the impact parameter to the neighboring galaxies can be the result of tidal interaction. 1ES 1741+196 may be a BL Lac object in a triplet of interacting galaxies."
1733206,"We show how the capillary filling of microchannels is affected by posts or ridges on the sides of the channels. Ridges perpendicular to the flow direction introduce contact line pinning, which slows, or sometimes prevents, filling, whereas ridges parallel to the flow provide extra surface that may enhance filling. Patterning the microchannel surface with square posts has little effect on the ability of a channel to fill for equilibrium contact angle theta_{e} less than approximately 30 degrees . For theta_{e} greater than approximately 60 degrees , however, even a small number of posts can pin the advancing liquid front."
